celltype_id	celltype_standard	celltype_ontology	status	def
CTP0001766	NK-like cell		author_defined	
CTP0001767	Cerebellar granule neuroblasts		author_defined	
CTP0001768	Stromal cells-16-13		author_defined	
CTP0001769	Radial glia cell		author_defined	
CTP0001770	Excitatory neurons-5-21		author_defined	
CTP0001771	olfactory sensory neuron		author_defined	
CTP0001772	66_Sst		author_defined	
CTP0001773	kidney interstitial cell 9		author_defined	
CTP0001774	Inh L1-2 PAX6 SCGN		author_defined	
CTP0001775	204_L5/6 IT CTX		author_defined	
CTP0001776	Vip		author_defined	
CTP0001777	Sst Chodl		author_defined	
CTP0001778	Adrenal gland		author_defined	
CTP0001779	Kidney		author_defined	
CTP0001780	co-expression cell		author_defined	
CTP0001781	Perivascular macrophages		author_defined	
CTP0001782	205_L5/6 IT CTX		author_defined	
CTP0001783	stromal cell type 2a		author_defined	
CTP0001784	granulocyte 2		author_defined	
CTP0001785	differentiated		author_defined	
CTP0001786	regulatory CD4+ T cell		author_defined	
CTP0001787	Postmitotic premature neurons-10		author_defined	
CTP0001788	Floor plate		author_defined	
CTP0001789	334_CA1-ve		author_defined	
CTP0001790	SUB-ProS		author_defined	
CTP0001791	Forebrain GABAergic neuroblast		author_defined	
CTP0001792	Neural progenitor cells-9-25		author_defined	
CTP0001793	fetal fibroblast (fFB1)		author_defined	
CTP0001794	Ventral midbrain		author_defined	
CTP0001795	Intermediate Mesoderm-3-14		author_defined	
CTP0001796	Myocytes-13-4		author_defined	
CTP0001797	333_CA1-ProS		author_defined	
CTP0001798	Inh L1 SST P4HA3		author_defined	
CTP0001799	Inh L2-5 VIP SOX11		author_defined	
CTP0001800	Neuron.Slc17a7.Zbtb20		author_defined	
CTP0001801	Neuron.Slc17a6.Rora.Cacng4		author_defined	
CTP0001802	Forebrain radial glia		author_defined	
CTP0001803	329_CA1-ProS		author_defined	
CTP0001804	LAMP5		author_defined	
CTP0001805	84_Sst		author_defined	
CTP0001806	183_L4/5 IT CTX		author_defined	
CTP0001807	Ependymal-like		author_defined	
CTP0001808	Neuron.Slc17a7.Nxph3-Sema3c		author_defined	
CTP0001809	gamma delta T cell		author_defined	
CTP0001810	microglia		author_defined	
CTP0001811	Connective tissue progenitors-1-5		author_defined	
CTP0001812	249_L5 PT CTX		author_defined	
CTP0001813	submucosal gland mucous cell		author_defined	
CTP0001814	macrophage/monocyte		author_defined	
CTP0001815	Inhibitory interneurons-27-1		author_defined	
CTP0001816	Subventricular zone radial glia-like cells		author_defined	
CTP0001817	stroma progenitor		author_defined	
CTP0001818	Sst Cdk6, Sst Myh8		author_defined	
CTP0001819	haematopoietic progenitor		author_defined	
CTP0001820	Fibroblasts1		author_defined	
CTP0001821	14_Lamp5		author_defined	
CTP0001822	Endothelial_Tip.Dcn.Mgp		author_defined	
CTP0001823	White blood cells-31-2		author_defined	
CTP0001824	Mural_Cells1		author_defined	
CTP0001825	CT SUB		author_defined	
CTP0001826	Definitive erythroid lineage-22-18		author_defined	
CTP0001827	Inh L5-6 PVALB STON2		author_defined	
CTP0001828	kidney interstitial cell B		author_defined	
CTP0001829	Exc L3-5 FEZF2 DCN		author_defined	
CTP0001830	OL		author_defined	
CTP0001831	Endothelial cells-20-8		author_defined	
CTP0001832	proliferating conventional dendritic cell type 2		author_defined	
CTP0001833	L4 Sparcl1, L4 Scnn1a		author_defined	
CTP0001834	Pia 3		author_defined	
CTP0001835	Neuron.Gad1Gad2_Sst.Rbp4		author_defined	
CTP0001836	Igtp		author_defined	
CTP0001837	plasma IgG expressing cell		author_defined	
CTP0001838	Exc L3-5 RORB LINC01202		author_defined	
CTP0001839	retinal pigment epithelial cell/retinal rod cell/melanocyte		author_defined	
CTP0001840	Early ectoderm		author_defined	
CTP0001841	Neuron.Gad1Gad2.Cplx3-Npy		author_defined	
CTP0001842	126_L2 IT APr		author_defined	
CTP0001843	pyramidal neuron?		author_defined	
CTP0001844	261_L4 RSP-ACA		author_defined	
CTP0001845	periportal hepatic sinusoidal endothelial cell		author_defined	
CTP0001846	Exc L5-6 FEZF2 IFNG-AS1		author_defined	
CTP0001847	Isthmic organizer cells-12-11		author_defined	
CTP0001848	157_L2/3 IT ENTl		author_defined	
CTP0001849	interneuron 8		author_defined	
CTP0001850	Cardiac muscle lineages-34-7		author_defined	
CTP0001851	Exc L6 FEZF2 PDYN		author_defined	
CTP0001852	cycling endothelial cell		author_defined	
CTP0001853	HBGLU9		author_defined	
CTP0001854	Epithelial cells-6-23		author_defined	
CTP0001855	Osteochondral mesoderm		author_defined	
CTP0001856	Chondrocytes & osteoblasts-2-7		author_defined	
CTP0001857	Molecular layer of dentate gyrus		author_defined	
CTP0001858	29_Ntng1 HPF		author_defined	
CTP0001859	Tanycyte2		author_defined	
CTP0001860	ventral sustentacular cell		author_defined	
CTP0001861	DA neuron		author_defined	
CTP0001862	Peripheral sensory neurofilament neurons		author_defined	
CTP0001863	294_CT SUB		author_defined	
CTP0001864	Primitive erythroid lineage		author_defined	
CTP0001865	Cartilage		author_defined	
CTP0001866	Inh L1-3 VIP ACHE		author_defined	
CTP0001867	Ganglion		author_defined	
CTP0001868	Neuron.Slc17a6-Gad2-Th.Crhbp		author_defined	
CTP0001869	Notochord cells-30-10		author_defined	
CTP0001870	SMC-Peri		author_defined	
CTP0001871	Intermediate Mesoderm-3-11		author_defined	
CTP0001872	GABA-Lhx6		author_defined	
CTP0001873	Schwann cell precursor-23-9		author_defined	
CTP0001874	Pharyngeal epithelium		author_defined	
CTP0001875	Neurogenesis.Sox4.Gad2		author_defined	
CTP0001876	Hindbrain glutamatergic		author_defined	
CTP0001877	b2_tanycytes2		author_defined	
CTP0001878	Astroependymal cells		author_defined	
CTP0001879	Neurons1		author_defined	
CTP0001880	274_NP SUB		author_defined	
CTP0001881	Chondrocytes & osteoblasts-2-18		author_defined	
CTP0001882	Oligo L4-6 MOBP COL18A1		author_defined	
CTP0001883	209_L5/6 IT CTX		author_defined	
CTP0001884	Megakaryocytes-35-3		author_defined	
CTP0001885	Heart		author_defined	
CTP0001886	Oligodendro3		author_defined	
CTP0001887	Inh L4-6 SST MTHFD2P6		author_defined	
CTP0001888	kidney interstitial cell 6		author_defined	
CTP0001889	unknown myeloid cell		author_defined	
CTP0001890	236_Car3		author_defined	
CTP0001891	Telencephalon projecting excitatory neurons		author_defined	
CTP0001892	cardiac endothelial cell 3		author_defined	
CTP0001893	41_Vip		author_defined	
CTP0001894	Cortical or hippocampal glutamatergic		author_defined	
CTP0001895	Inh L1-3 PVALB WFDC2		author_defined	
CTP0001896	Neuron.Gad1Gad2.Resp18		author_defined	
CTP0001897	Neural Tube		author_defined	
CTP0001898	ductal cell		author_defined	
CTP0001899	syncytiotrophoblast		author_defined	
CTP0001900	placental extravillous trophoblast cell (EVT)		author_defined	
CTP0001901	Isthmic organizer cells-12-17		author_defined	
CTP0001902	Exc L5-6 FEZF2 C9orf135-AS1		author_defined	
CTP0001903	L6a Plcxd3, Pvalb Gpx3		author_defined	
CTP0001904	Glutamatergic neuroblasts		author_defined	
CTP0001905	Midbrain basal plate		author_defined	
CTP0001906	PVALB		author_defined	
CTP0001907	Enteric glia		author_defined	
CTP0001908	Gad1Gad2_Cplx3.Rxfp1		author_defined	
CTP0001909	Neuron.Slc17a7.Pvrl3-Fos		author_defined	
CTP0001910	94_Sst		author_defined	
CTP0001911	289_L6 CT CTX		author_defined	
CTP0001912	Inh L2 PAX6 FREM2		author_defined	
CTP0001913	Neuron.Gad1Gad2.Gad2-Fos		author_defined	
CTP0001914	Gad1Gad2_Cplx3.Tox		author_defined	
CTP0001915	Inh L2-5 PVALB RPH3AL		author_defined	
CTP0001916	104_Sst HPF		author_defined	
CTP0001917	vascular smooth muscle cell		author_defined	
CTP0001918	Astro L1-6 FGFR3 ETNPPL		author_defined	
CTP0001919	cycling multipotent progenitor cell		author_defined	
CTP0001920	Hindbrain glycinergic		author_defined	
CTP0001921	53_Vip		author_defined	
CTP0001922	Gad1Gad2Slc17a8_Htr3a.Ktcd12		author_defined	
CTP0001923	Testicular cell		author_defined	
CTP0001924	muscle cell 1		author_defined	
CTP0001925	Cardiac		author_defined	
CTP0001926	Chondroctye progenitors		author_defined	
CTP0001927	Exc L3-4 RORB PRSS12		author_defined	
CTP0001928	Neuron.Slc17a7-Slc17a6.Tshz2		author_defined	
CTP0001929	Astrocyte.Gja1.Fabp7		author_defined	
CTP0001930	Early mesenchyme-8-13		author_defined	
CTP0001931	forebrain		author_defined	
CTP0001932	Neuron.Slc17a6.Htr1a		author_defined	
CTP0001933	299_L6 CT ENT		author_defined	
CTP0001934	Chondroctye progenitors-21-5		author_defined	
CTP0001935	247_L5 PT CTX		author_defined	
CTP0001936	196_L5 IT CTX		author_defined	
CTP0001937	Postmitotic premature neurons-10-8		author_defined	
CTP0001938	Inhibitory		author_defined	
CTP0001939	Neuron.Slc17a7.Cbln1-Gpr88		author_defined	
CTP0001940	Oligodendro6		author_defined	
CTP0001941	Gastrulation		author_defined	
CTP0001942	Definitive erythroid lineage-22-16		author_defined	
CTP0001943	Lens		author_defined	
CTP0001944	Neuron.Gad1Gad2.Dlk1		author_defined	
CTP0001945	L5a Fam5c, L5 Hsd11b1		author_defined	
CTP0001946	Primitive erythroid lineage-26-6		author_defined	
CTP0001947	Neurons2		author_defined	
CTP0001948	Branchial arch		author_defined	
CTP0001949	mesen/rhombencephalon excitatory neuron		author_defined	
CTP0001950	Pancreas		author_defined	
CTP0001951	Gad1Gad2_Htr3a.Nnat		author_defined	
CTP0001952	Neuron.Gad1Gad2.Six3-Adcy1		author_defined	
CTP0001953	CD27- B cell		author_defined	
CTP0001954	Neural Tube-14-8		author_defined	
CTP0001955	387_Micro-PVM		author_defined	
CTP0001956	Midbrain GABAergic		author_defined	
CTP0001957	16_Lamp5		author_defined	
CTP0001958	L2 IT ENTl		author_defined	
CTP0001959	ureteric bud; kidney collecting duct cell		author_defined	
CTP0001960	Exc L5 RORB SNHG7		author_defined	
CTP0001961	Node		author_defined	
CTP0001962	L6a Mgp, L6a Plcxd3		author_defined	
CTP0001963	Neuron.Slc17a6.Nefm		author_defined	
CTP0001964	Neuron.Gad1Gad2.Sema3e-Kcng4		author_defined	
CTP0001965	Vip Gpc3, Vip Chat		author_defined	
CTP0001966	221_L6 IT CTX		author_defined	
CTP0001967	Hindbrain glutamatergic neuron		author_defined	
CTP0001968	Chondrocytes & osteoblasts-2-6		author_defined	
CTP0001969	Rgs16/Vip		author_defined	
CTP0001970	Gut		author_defined	
CTP0001971	Pars_Tuber1B		author_defined	
CTP0001972	74_Sst		author_defined	
CTP0001973	Spinal cord neuron		author_defined	
CTP0001974	fibroblast 1		author_defined	
CTP0001975	proliferating myofibroblast		author_defined	
CTP0001976	mixed juxtaglomerular complex cell and mesangial cell 1		author_defined	
CTP0001977	hair germ cell		author_defined	
CTP0001978	Neuron.Slc17a7-Slc17a8.Syt6-Lancl3		author_defined	
CTP0001979	Chondroctye progenitors-21-7		author_defined	
CTP0001980	Inh L1 SST DEFB108B		author_defined	
CTP0001981	proliferating cell		author_defined	
CTP0001982	L5a Batf3		author_defined	
CTP0001983	cytotoxic CD8 Trm		author_defined	
CTP0001984	submucosal gland duct cell		author_defined	
CTP0001985	Pvalb		author_defined	
CTP0001986	Notochord cells-30-15		author_defined	
CTP0001987	glutamatergic neuron of primary visual area, layer 2/3 and layer 4		author_defined	
CTP0001988	Oligodendrocyte.Trf.Klk6		author_defined	
CTP0001989	Neural Tube-14-5		author_defined	
CTP0001990	Cholinergic and monoaminergic neurons		author_defined	
CTP0001991	Intermediate meninges 1		author_defined	
CTP0001992	FCGR3A+ natural killer cell		author_defined	
CTP0001993	Urethra		author_defined	
CTP0001994	Microglia.C1qb.Tmem119		author_defined	
CTP0001995	Cxcl17+ Ccl9+ epithelial cell		author_defined	
CTP0001996	Neuron.Slc17a6.Nell1		author_defined	
CTP0001997	Osteoblasts-17-8		author_defined	
CTP0001998	IpMGE.54.OLIG1		author_defined	
CTP0001999	Cck-Tox		author_defined	
CTP0002000	Polydendrocyte.Tnr.Bmp4-Gpr17		author_defined	
CTP0002001	nephron progenitor 2		author_defined	
CTP0002002	Mesenchyme		author_defined	
CTP0002003	Notochord cells-30-3		author_defined	
CTP0002004	uterine perivascular cell		author_defined	
CTP0002005	Astrocyte.Gja1.Sparc-Car2		author_defined	
CTP0002006	Ependymal cell-32-7		author_defined	
CTP0002007	Definitive erythroid lineage-22-5		author_defined	
CTP0002008	a2_tanycytes		author_defined	
CTP0002009	consensus molecular subtype 1 epithelial cell		author_defined	
CTP0002010	Epithelial cells-6-3		author_defined	
CTP0002011	migratory dendritic cell		author_defined	
CTP0002012	Hepatocytes-29-10		author_defined	
CTP0002013	Fetal Proliferating cell		author_defined	
CTP0002014	VLMC L1-5 PDGFRA COLEC12		author_defined	
CTP0002015	Osteoblasts-17-17		author_defined	
CTP0002016	Neuron.Gad1Gad2.Igfbp4.Adora1		author_defined	
CTP0002017	Exc L5 FEZF2 CSN1S1		author_defined	
CTP0002018	Radial glia-7-4		author_defined	
CTP0002019	112_Pvalb		author_defined	
CTP0002020	Neuron.Gad1Gad2.Trdn		author_defined	
CTP0002021	358_CA3-do		author_defined	
CTP0002022	Radial glia-7-12		author_defined	
CTP0002023	305_L6b CTX		author_defined	
CTP0002024	Neural progenitor cells-9-11		author_defined	
CTP0002025	Fam19a2		author_defined	
CTP0002026	Exc L3-5 THEMIS ELOF1		author_defined	
CTP0002027	Endo Tbc1d4		author_defined	
CTP0002028	Ghrh		author_defined	
CTP0002029	Polydendrocyte.Tnr.Pdgfa		author_defined	
CTP0002030	Neuron.Sc17a7.Calb1-Lpl		author_defined	
CTP0002031	1_CR		author_defined	
CTP0002032	Endoderm		author_defined	
CTP0002033	159_L2/3 IT AI		author_defined	
CTP0002034	follicular helper CD4+ T cell		author_defined	
CTP0002035	Inh L5 PVALB CNTNAP3P2		author_defined	
CTP0002036	Dorsal hindbrain radial glia		author_defined	
CTP0002037	monocyte/macrophage		author_defined	
CTP0002038	Neuron.Gad1Gad2.Pvalb-Rab3b		author_defined	
CTP0002039	parietal epithelial cell 1		author_defined	
CTP0002040	182_L4/5 IT CTX		author_defined	
CTP0002041	Exc L2-4 RORB GRIK1		author_defined	
CTP0002042	Postmitotic premature neurons-10-27		author_defined	
CTP0002043	Isthmic organizer cells-12-7		author_defined	
CTP0002044	Inh L6 LAMP5 C1QL2		author_defined	
CTP0002045	129_L2/3 IT POST-PRE		author_defined	
CTP0002046	Epithelial cells-6-16		author_defined	
CTP0002047	Epithelial cells-6-28		author_defined	
CTP0002048	Astr5		author_defined	
CTP0002049	252_L5 PT CTX		author_defined	
CTP0002050	Meninge		author_defined	
CTP0002051	217_L6 IT CTX		author_defined	
CTP0002052	Inh L1 ADARB2 DISP2		author_defined	
CTP0002053	Astr2		author_defined	
CTP0002054	Dorsal early ectoderm		author_defined	
CTP0002055	Jaw and tooth		author_defined	
CTP0002056	Inh L1-5 VIP CD27-AS1		author_defined	
CTP0002057	epithelial cell		author_defined	
CTP0002058	glomerular endothelial cell 2		author_defined	
CTP0002059	Neurogenesis.Sox4.Ppp2r2b		author_defined	
CTP0002060	Notochord cells-30-4		author_defined	
CTP0002061	ABC		author_defined	
CTP0002062	Endothelial_Stalk.Flt1.Lcn2		author_defined	
CTP0002063	Neural crest-like glia		author_defined	
CTP0002064	Excitatory neurons-5-1		author_defined	
CTP0002065	VIP		author_defined	
CTP0002066	Epithelial cells-6-27		author_defined	
CTP0002067	Proliferating T cell		author_defined	
CTP0002068	L2 Ngb, L2/3 Otof		author_defined	
CTP0002069	61_Vip Igfbp6		author_defined	
CTP0002070	Inh L5-6 LAMP5 CRABP1		author_defined	
CTP0002071	Endo L2-5 CLDN5		author_defined	
CTP0002072	nMGE.54.CFC1		author_defined	
CTP0002073	syncytiotrophoblast cell (SCT)		author_defined	
CTP0002074	Subiculum		author_defined	
CTP0002075	CNS neurons		author_defined	
CTP0002076	Midbrain-hindbrain GABAergic		author_defined	
CTP0002077	Osteoblasts-17-14		author_defined	
CTP0002078	Neurogenesis.Sox4.Efhd2		author_defined	
CTP0002079	Erythroid progenitor		author_defined	
CTP0002080	286_L6 CT CTX		author_defined	
CTP0002081	262_L4 RSP-ACA		author_defined	
CTP0002082	pretubular aggregate		author_defined	
CTP0002083	Oligodendrocyte precursor cells		author_defined	
CTP0002084	Neuron.Gad1Gad2.Cplx3-Reln		author_defined	
CTP0002085	Neuron.Gad1Gad2.Six3-Pvalb		author_defined	
CTP0002086	Exc L6 FEZF2 FFAR4		author_defined	
CTP0002087	349_Mossy		author_defined	
CTP0002088	Substandia nigra/Ventral tegmental area		author_defined	
CTP0002089	connecting nephron tubules/principal cells - proximal ureteric bud		author_defined	
CTP0002090	Lens-37-6		author_defined	
CTP0002091	IN Vip+		author_defined	
CTP0002092	Mural.Rgs5Acta2.Olfr558		author_defined	
CTP0002093	Jaw and tooth progenitors-4-8		author_defined	
CTP0002094	Inh L2-4 VIP DSEL		author_defined	
CTP0002095	Oligodendrocyte.Trf.Man1a		author_defined	
CTP0002096	Neuron.Sc17a7.Sema3e-Onecut2		author_defined	
CTP0002097	Dorsal forebrain		author_defined	
CTP0002098	Early fibroblasts		author_defined	
CTP0002099	119_Pvalb		author_defined	
CTP0002100	Liver		author_defined	
CTP0002101	L5 Ucma		author_defined	
CTP0002102	perivasular macrophage		author_defined	
CTP0002103	activated CD8+ T cell		author_defined	
CTP0002104	Inh L1-3 VIP CCDC184		author_defined	
CTP0002105	proximal ureteric bud cell		author_defined	
CTP0002106	Osteoblasts-17-11		author_defined	
CTP0002107	glutamatergic neuron of primary visual cortex, layer 2/3		author_defined	
CTP0002108	Neuron.Slc17a7.Pvrl3-Nos1		author_defined	
CTP0002109	Inh L2-3 SST NMU		author_defined	
CTP0002110	Granule neurons-28-17		author_defined	
CTP0002111	Cholinergic neurons-33-10		author_defined	
CTP0002112	Inh L6 SST TH		author_defined	
CTP0002113	Inh L5-6 LAMP5 SFTA3		author_defined	
CTP0002114	340_CA1		author_defined	
CTP0002115	271_NP SUB		author_defined	
CTP0002116	295_CT SUB		author_defined	
CTP0002117	230_L6 IT CTX		author_defined	
CTP0002118	Olfactory pit		author_defined	
CTP0002119	stromal 3		author_defined	
CTP0002120	Inhibitory interneurons-27-6		author_defined	
CTP0002121	Premature oligodendrocyte-19		author_defined	
CTP0002122	Mural.Rgs5Acta2.Junb		author_defined	
CTP0002123	L5/6 NP CTX		author_defined	
CTP0002124	nCTX.54.GRIA2		author_defined	
CTP0002125	proliferating distal renal vesicle cell		author_defined	
CTP0002126	Peptidergic neurons		author_defined	
CTP0002127	Cholinergic neurons-33-8		author_defined	
CTP0002128	progenitor		author_defined	
CTP0002129	Neuron.Slc17a6.Ebf1		author_defined	
CTP0002130	Inh L1 LAMP5 NMBR		author_defined	
CTP0002131	Chondrocytes & osteoblasts-2-1		author_defined	
CTP0002132	ENDOTHELIAL_STALK		author_defined	
CTP0002133	Oligodendroyte.Trf.Il33		author_defined	
CTP0002134	Jaw and tooth progenitors-4-15		author_defined	
CTP0002135	p.125.ATF3		author_defined	
CTP0002136	Exc L5-6 FEZF2 CYP26B1		author_defined	
CTP0002137	monocyte 2		author_defined	
CTP0002138	intermediate medial ganglionic eminence progenitor		author_defined	
CTP0002139	Neuron.Gad1Gad2.Pvalb-Spp1		author_defined	
CTP0002140	proliferative kidney interstitial cell 4		author_defined	
CTP0002141	Inner ear		author_defined	
CTP0002142	TEGLU7		author_defined	
CTP0002143	Megakaryocytes-35-6		author_defined	
CTP0002144	Neural progenitor cells-9		author_defined	
CTP0002145	Astro L1 FGFR3 FOS		author_defined	
CTP0002146	Sst Th, Sst Myh8		author_defined	
CTP0002147	Cholinergic neurons-33-11		author_defined	
CTP0002148	naive CD8+ T cell		author_defined	
CTP0002149	AT2 cell		author_defined	
CTP0002150	Oligodendrocyte Progenitors-11-16		author_defined	
CTP0002151	Neuron.Gad1Gad2.Pmch		author_defined	
CTP0002152	Inh L3-5 PVALB ISG20		author_defined	
CTP0002153	Epithelial cells-6-19		author_defined	
CTP0002154	Neuron.Gad1Gad2.Synpr-Sncg		author_defined	
CTP0002155	Early mesenchyme-8-3		author_defined	
CTP0002156	conventional dendritic cell (DC1)		author_defined	
CTP0002157	glutamatergic neuron of primary visual area, layer 6		author_defined	
CTP0002158	Chondroctye progenitors-21-15		author_defined	
CTP0002159	cycling committed progenitor		author_defined	
CTP0002160	Postmitotic premature neurons-10-21		author_defined	
